                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3196,                  2.162,                 1.2466,                0.90129,                0.30855,                 0.4964,                0.34618,                  1.089,                 2.3468,                 1.0352,             0.00064957,             0.00064957,             0.00064957
